Case #1: Impossible
23 24 23806
25 10 54614
12 3 159747
28 24 40582
15 14 155077
27 21 7910
16 18 164722
7 30 154587
3 14 12294
12 31 119347
27 3 157080
4 15 133140
14 22 151392
15 8 41184
17 25 10094
1 19 4335
27 11 58431
19 25 148287
31 14 166731
18 19 125867
1 3 72513
6 17 151542
11 21 66341
7 23 170130
20 8 85711
27 17 26240
5 7 217045
9 13 140292
28 25 66367
13 23 173518
11 10 46130
12 32 180385
16 2 114686
19 4 30154
26 21 149755
30 9 232133
2 26 171076
4 24 103103
4 10 139049
7 9 115344
7 27 178899
32 29 216251
9 26 119053
21 9 206189
2 7 208388
13 22 155376
1 28 153609
13 19 156111
26 27 141845
20 5 111669
15 16 61971
5 4 140628
29 25 57093
31 22 197327
16 14 117538
17 24 41019
30 26 166157
20 1 172477
22 23 56744
30 18 138651
21 24 6869
29 24 88018
24 31 116777
6 4 113212
20 6 198825
28 10 120981
3 28 197759
2 4 163701
32 22 212439
5 17 64386
26 16 63054
28 8 62409
3 26 68312
7 20 200200
12 13 194754
14 18 61313
9 2 240029
25 3 164620
16 24 100234
28 4 138545
11 16 60825
1 8 139994
9 10 170836
22 12 77980
3 2 209997
2 24 74336
29 31 190253
5 2 97703
23 25 7119
3 15 151770
22 25 49625
26 22 119634
13 10 111785
19 32 175483
7 13 255636
6 21 117392
21 1 119896
Case #16: 246
11 7 100084
40 31 136183
30 16 182174
3 18 210949
25 4 137593
18 2 186678
1 39 195146
17 31 317890
19 12 324105
26 42 266036
20 39 132258
39 16 249202
31 12 120848
42 28 315724
6 27 132351
40 14 133796
29 1 183295
14 2 373885
12 30 164698
29 19 235383
30 18 184097
24 18 205328
31 29 199333
13 17 203939
36 26 119891
5 10 262482
38 18 80457
14 35 384223
27 11 119837
42 8 272267
24 31 216180
32 42 288670
3 42 287893
41 7 121596
23 19 220105
38 39 212029
9 41 38526
19 14 295058
38 12 133022
6 35 317297
30 41 58139
24 42 313789
28 3 78921
17 39 255151
9 37 140891
28 13 123609
23 1 261533
15 12 140349
24 33 150549
24 35 230093
2 29 344759
15 33 156767
31 14 216904
15 2 299022
8 15 113149
4 33 136095
40 16 164673
22 10 212875
42 10 335513
4 31 120716
14 17 319729
28 38 157842
25 39 133786
11 1 198277
26 11 70934
4 12 162844
22 28 102245
6 11 86338
33 27 54739
26 32 118600
17 1 307154
38 27 116696
35 36 240208
6 13 121251
15 31 196202
35 32 312993
36 32 91421
32 9 64679
42 4 330264
23 24 200064
25 16 209704
40 42 241928
8 33 91656
21 36 103971
25 9 47144
36 9 65970
36 38 152129
17 20 180038
34 22 215737
10 28 162339
40 1 183377
39 36 152612
9 27 102824
23 26 191927
32 41 103204
1 24 194307
25 1 189180
24 29 135588
14 41 174434
27 26 117426
25 6 22181
32 15 121744
18 35 347850
26 14 157904
10 36 156626
26 37 86970
38 1 78134
13 29 185897
18 19 291440
25 26 101065
3 29 141209
37 27 194735
17 16 258676
14 23 273915
30 8 47840
41 15 131862
25 37 188035
14 8 164135
31 2 224146
34 37 237909
28 33 95885
23 28 151952
33 21 139394
29 34 212257
21 37 262396
35 34 259655
6 32 39716
38 3 156690
4 34 124530
25 17 230964
27 41 134905
42 9 244041
18 41 170816
5 11 149611
18 1 158591
39 34 202431
19 27 255529
18 7 234193
29 6 164068
4 10 220333
31 18 75271
14 13 227077
39 41 125167
1 36 115294
16 24 193227
19 32 223828
21 32 195392
18 32 229162
35 33 307291
32 8 92905
20 9 52670
30 19 178763
38 4 198052
38 22 195829
33 38 61957
6 1 211361
25 29 141887
24 10 217003
11 13 108167
29 38 220130
8 2 315836
19 6 228474
13 12 236238
13 8 119380
13 27 154750
5 24 198954
19 20 211819
27 8 131050
37 35 339283
22 31 202813
41 10 168428
37 13 232045
11 18 220724
27 12 81488
4 20 143119
8 12 136730
7 15 58304
19 3 203001
4 5 212576
31 42 325036
24 15 87169
7 23 221077
36 2 314352
28 25 79599
30 14 155523
37 42 333387
24 9 87119
5 16 282389
15 22 58384
40 11 19126
31 23 195026
7 26 97720
35 12 171064
1 4 200066
24 37 213555
23 39 224648
6 37 210216
12 24 110910
18 14 276774
36 20 44564
6 10 159981
17 22 210359
21 6 200038
16 23 300566
35 3 235714
26 6 123246
4 8 118675
9 3 43852
25 42 291185
12 20 145359
17 6 253145
21 34 189357
21 15 195934
34 3 168217
33 12 136227
29 37 103361
13 42 297207
38 42 304449
22 12 81990
21 17 295831
32 30 45065
40 33 65543
11 19 176162
26 39 32721
19 15 252486
39 9 86642
7 32 147750
26 18 232057
35 41 286839
26 41 92446
15 42 226620
32 4 155128
20 25 99814
33 5 196028
9 8 28226
17 3 139969
33 25 71346
39 13 177796
33 29 158173
25 15 104209
31 11 151083
19 37 300040
11 3 60865
11 34 150063
19 5 291747
29 9 133971
Case #17: 53
10 6 545550
11 4 369320
8 3 356846
9 3 138161
3 5 420259
4 12 284613
11 5 224431
7 8 285192
7 2 403716
9 1 45870
4 5 144889
10 7 493167
8 6 336776
8 11 287844
11 9 211023
4 10 460985
1 3 92291
6 3 317438
8 1 404536
2 10 591734
7 6 173380
8 2 212225
6 12 254277
12 9 201322
11 12 320605
1 11 165153
11 6 453885
4 8 81476
7 12 80897
8 10 379509
12 5 429502
5 10 316096
1 12 155452
9 2 397819
2 5 275638
9 6 272196
12 10 412270
11 7 401502
9 4 440142
3 10 349109
10 1 256818
9 5 295253
7 1 236349
11 3 257444
2 6 549001
2 11 500069
1 2 351949
8 9 358666
5 7 348605
1 6 288732
5 1 341123
5 6 400189
2 3 259658
Case #18: Impossible
Case #19: 904
44 41 163333
6 20 60668
26 1 138624
16 8 23428
22 20 172742
43 26 108185
26 4 128193
8 33 44249
45 21 70733
41 4 117076
43 13 161144
35 29 169597
4 31 104264
1 27 64557
45 14 4122
31 38 56006
29 7 206071
38 33 49965
17 13 38883
18 28 83905
25 30 82813
25 43 126697
18 5 228425
6 5 173835
14 25 20656
37 6 80322
45 6 19657
27 44 87465
34 8 13006
7 45 114880
29 27 172182
31 6 24312
23 10 78960
11 18 91671
40 36 69183
36 15 129266
39 28 98368
39 27 57677
27 43 140527
21 26 55295
10 44 140225
12 37 102280
19 25 72645
25 23 69262
9 23 35904
35 26 122136
7 3 157378
35 18 117453
8 31 51518
29 22 203333
29 40 110501
22 21 163150
16 32 19472
27 28 67495
12 29 176512
19 20 117347
31 37 104634
20 37 120087
4 43 143999
12 22 26821
36 43 68645
45 20 80325
38 8 49581
22 44 221785
4 27 40004
35 9 72344
10 36 80455
45 29 91191
18 23 81013
22 14 108020
33 32 33965
33 34 57255
30 15 141112
13 29 115033
32 24 40325
28 12 115204
14 7 119002
22 19 56031
17 23 52121
35 13 54564
8 17 85420
27 22 167431
6 32 15694
4 36 75354
15 27 93916
27 24 75183
2 1 61318
35 4 37419
6 23 36965
4 25 103316
21 13 90043
42 8 90742
38 25 67885
40 34 70935
4 30 129360
21 14 66611
25 2 65256
3 35 95628
2 34 69277
26 20 167039
6 12 95208
23 41 116097
18 3 127064
17 12 153422
11 30 59824
43 12 143976
45 36 58117
23 22 139133
25 26 142562
32 25 20815
6 21 51076
3 12 154271
30 16 45630
37 21 131398
13 30 134343
12 39 158275
28 44 125462
42 20 124204
33 24 42902
25 10 47116
42 32 48160
14 23 52500
38 6 31694
18 41 156653
9 42 108348
24 43 117025
40 13 127820
40 4 110675
39 35 91624
6 41 89880
31 19 90310
10 29 121773
29 9 155660
32 8 42900
16 19 62220
30 6 49408
45 23 56622
18 7 67764
20 16 64446
37 23 115727
22 25 128676
12 7 189499
24 41 114511
16 31 28090
31 44 134307
13 9 112151
33 1 50524
21 28 85149
1 16 36031
42 26 169907
11 7 159435
1 30 72342
34 11 50628
25 39 100486
13 18 158716
2 23 66030
32 34 55906
5 14 189370
13 1 85174
9 43 106044
40 35 93586
23 8 44310
20 15 151474
36 33 56731
30 35 102952
45 17 77871
8 21 78282
36 31 62772
5 31 194230
11 37 68678
34 22 107829
31 2 53377
25 27 112671
41 31 114192
32 39 79989
19 14 51989
40 2 59788
6 39 64295
34 13 116751
43 2 136170
32 10 26619
6 44 109995
2 15 104799
23 26 143336
39 13 114826
43 16 110883
36 8 45805
44 12 194964
28 15 124879
27 7 140187
14 10 26460
41 7 185897
16 11 28676
18 4 146725
8 43 114450
40 42 63189
8 5 176241
17 18 124987
3 15 154781
21 39 108217
6 24 24631
8 37 71417
43 22 170797
21 40 81799
18 42 90995
4 24 104583
29 8 138054
20 33 58036
4 16 83730
13 36 92499
9 34 4600
4 2 50887
43 29 201354
45 27 96137
45 25 24778
30 9 39808
7 6 134537
25 42 68657
38 3 91985
28 32 49767
17 32 73908
31 10 66307
1 42 95789
3 13 118830
11 39 52651
10 37 122035
35 43 106580
30 26 122925
21 44 109602
15 43 184996
19 29 147302
12 33 112251
22 13 209171
10 8 69201
16 7 138315
45 24 44288
2 35 44830
14 11 40433
30 28 69404
1 15 121941
4 7 143659
28 22 142025
13 10 139092
16 37 84100
38 7 120934
15 22 186975
6 33 18271
19 9 56398
7 10 145462
25 1 68444
10 11 66893
39 4 97681
33 29 129119
31 45 43969
4 19 145950
42 22 156021
29 28 144921
10 21 93071
36 30 68007
33 18 85044
37 5 224033
29 42 47312
22 18 159258
31 3 74268
9 45 64469
28 19 85994
26 5 267369
2 41 118945
43 37 171240
13 2 68032
17 37 138536
14 20 76203
24 19 41367
34 21 77550
29 38 142542
3 16 64069
40 14 15188
19 39 129065
26 44 164897
33 43 125376
10 38 73689
39 37 108075
23 32 52659
6 27 76480
32 1 47947
42 28 97609
8 11 37622
42 4 84866
17 36 53616
32 27 92174
31 43 131417
29 21 161924
17 28 49229
8 39 90273
17 44 105731
8 22 94823
5 44 253706
21 23 88041
30 12 90204
34 38 36575
19 3 125061
2 36 67525
20 25 96859
1 41 110267
17 40 88937
3 8 86269
45 42 43879
26 29 217219
16 18 70551
30 40 77345
16 36 42238
22 37 129101
2 45 48722
20 7 149908
40 9 75535
19 6 65998
5 22 250667
12 26 168725
10 3 102286
27 36 71882
1 29 143101
9 5 183316
22 39 176369
36 35 37935
17 9 73268
17 4 21738
24 38 52156
31 15 118802
10 12 107659
42 6 63536
2 39 93360
44 34 146819
14 32 159
44 45 109643
21 4 72898
39 15 151593
30 23 66512
35 42 122285
20 8 78555
29 32 95472
42 36 101996
31 22 136386
30 21 100484
21 25 87267
11 9 55228
35 20 60143
42 3 123827
20 2 89733
22 45 112142
13 7 160804
38 26 138065
14 29 95313
7 26 62662
17 26 106455
28 24 49777
33 19 83041
11 31 49210
13 37 177419
3 26 147407
31 27 100792
35 10 104858
1 38 559
42 34 103748
12 35 148752
2 10 71060
23 4 73859
16 17 61992
40 15 94143
37 35 137881
45 19 56111
27 8 72608
39 42 127831
36 9 37399
1 11 57151
30 7 177169
14 31 39847
17 21 51160
32 35 78557
10 39 106290
2 6 29065
21 5 224911
4 3 101685
7 5 263075
17 19 124212
4 32 95646
1 20 29533
4 11 104850
17 30 107622
21 16 54854
33 7 152808
7 42 158759
20 38 28974
8 4 107158
30 39 112475
32 5 189529
43 3 167396
13 38 85733
42 13 67721
45 18 47116
5 29 256445
38 9 41175
28 4 70967
34 14 55747
32 30 62316
23 34 31304
28 26 140444
20 44 149760
11 21 75974
33 40 48994
3 2 89356
17 39 75943
26 31 93248
14 1 47788
12 42 129200
12 15 160154
16 39 68073
13 12 192305
44 33 91724
23 1 5830
26 10 148366
31 12 119520
18 9 69597
5 40 204558
7 43 45523
4 29 132178
35 1 30610
34 39 103279
34 43 101444
23 31 61277
14 41 105415
43 45 110163
42 5 237371
34 4 99606
25 40 35844
31 34 64524
42 21 114612
34 15 134702
19 42 99990
18 36 82508
19 23 83102
33 27 77371
27 9 55002
14 18 51238
27 23 70387
15 23 127771
1 3 92544
41 34 128864
5 35 172192
2 11 53963
14 17 73749
1 4 68029
10 19 78449
41 19 141321
34 37 84423
38 22 143768
7 1 121493
14 43 106041
41 16 93658
24 44 134626
38 14 47229
16 13 100875
39 9 107879
21 7 117957
36 41 117592
20 39 104060
43 30 136652
19 32 52148
43 18 113287
3 25 96482
31 32 40006
29 2 139913
11 12 105624
20 32 76362
44 23 128354
38 42 95230
32 38 47388
30 18 109405
29 31 135160
19 35 119542
40 16 34501
44 1 122524
43 5 217552
44 4 91320
45 40 19310
27 41 113604
40 1 62976
32 22 108179
3 30 108471
6 34 40212
18 10 77698
38 30 71783
7 8 154967
21 3 111367
31 18 91085
19 5 194636
17 42 106604
15 6 94490
38 43 75411
41 28 113205
41 5 233591
9 4 95006
39 5 123966
15 41 170988
44 2 87591
17 7 121921
29 15 78266
44 39 137748
10 34 82207
22 6 112074
27 16 80258
23 24 46885
40 26 137094
20 23 34245
9 22 112429
19 15 130944
7 2 139968
41 29 200728
41 25 126071
28 5 144520
12 40 66011
37 3 104071
29 25 115969
25 44 134421
42 30 110158
11 43 132003
40 39 95018
11 29 135746
14 24 40166
36 23 1495
18 40 66426
44 43 198494
37 45 99697
30 19 60994
5 36 148907
33 25 54462
29 23 147813
35 33 81134
19 8 38792
27 37 139422
11 23 61863
12 16 91430
11 24 40197
24 7 153445
42 15 30954
23 5 147412
8 24 2575
16 23 40743
14 28 49608
28 35 33548
14 36 53995
8 35 80750
25 31 60503
3 23 97256
9 20 70149
32 26 122065
38 36 6766
9 37 89023
18 29 138307
32 44 113924
5 15 263523
20 40 91391
30 45 66279
11 5 168609
38 18 86284
15 26 182105
34 29 151060
22 10 134480
2 28 63138
36 44 129849
9 1 41734
4 15 53912
13 5 226756
31 13 121409
18 20 115258
31 24 48943
13 8 124303
33 28 52344
45 8 46863
36 22 140628
14 3 75826
11 44 98351
11 6 24898
38 44 123083
18 21 117849
16 34 36434
2 22 141139
12 32 81358
44 29 113076
34 26 113729
18 6 66773
4 6 79952
32 37 95734
12 9 85608
41 32 105574
35 15 91331
5 25 210026
1 28 2938
1 19 88932
6 28 34073
43 40 90853
18 39 131068
32 43 106200
2 9 73877
6 36 38460
25 37 116231
6 25 36191
20 31 84980
15 21 126810
6 29 110848
6 14 15535
21 2 22011
28 34 34196
45 5 193492
25 13 120461
38 41 110826
38 37 112016
44 3 133744
14 30 62157
8 6 27206
38 2 60759
12 4 175160
29 37 190888
32 11 40592
37 1 112575
17 25 94405
24 1 52715
16 9 41034
24 25 60822
23 13 91004
24 39 88926
3 22 172365
9 41 133464
6 40 30723
35 25 99054
16 45 23435
35 31 87175
18 44 156759
24 36 48380
38 15 122500
16 24 20853
7 40 134190
14 27 92015
26 36 144831
38 21 82770
8 26 100723
26 27 124721
12 23 112312
17 11 83112
45 1 51910
19 18 103227
44 42 65764
43 10 132501
13 32 112791
24 9 20181
39 41 117633
33 23 55236
18 25 71894
42 16 67314
45 26 126028
31 42 87848
23 28 2892
40 11 55621
39 33 46024
16 28 37851
14 15 78955
26 22 195546
16 2 32843
30 27 94810
21 32 66770
45 12 85321
38 27 65116
14 44 113765
24 2 53696
31 33 42583
21 41 140956
43 42 154042
3 27 61681
28 38 2379
15 44 96718
44 9 142467
14 37 95575
17 3 79947
21 33 69347
28 7 118555
16 6 3778
22 24 97398
17 15 75650
20 10 102663
28 37 114395
35 6 62863
26 6 106371
20 27 94090
29 16 114626
38 45 51351
35 34 67744
35 21 66841
19 44 165754
15 24 119121
12 41 112111
10 15 105415
12 34 81008
30 8 22202
9 33 61855
41 37 133660
30 33 66451
28 36 4387
35 14 78398
35 23 36440
18 32 51397
26 24 98148
41 45 109537
24 10 66626
4 45 99609
22 33 130345
18 26 130426
37 2 109387
44 13 108465
39 29 140487
26 41 196251
16 10 45773
1 18 86843
35 44 91914
10 41 131875
45 11 44555
37 42 143576
9 10 86807
36 25 70757
11 28 58971
7 19 170991
35 11 87761
41 30 138060
20 12 146557
19 43 127654
43 1 75970
3 39 4004
20 41 129645
30 5 198443
36 34 32799
5 33 161982
40 32 15347
35 41 79657
3 6 60291
24 42 88167
44 30 158175
45 39 83952
35 17 15681
27 34 59602
34 5 178716
36 7 114168
9 31 69124
38 17 46850
38 11 56592
6 43 107105
12 1 118142
38 12 117583
43 23 70140
17 5 187873
19 12 29210
23 40 67688
33 42 81807
3 45 79948
5 38 142141
45 10 30582
40 24 55354
45 15 74833
37 26 172140
21 20 111744
32 45 4281
33 16 22049
3 36 98751
16 26 110149
9 15 139302
25 9 81003
9 8 17606
39 14 79830
28 3 94364
20 17 75824
11 33 6627
13 4 17145
1 10 74248
34 17 77868
5 12 223846
40 8 57929
9 14 60347
32 36 54154
14 33 33806
28 13 88112
4 38 68588
28 8 47202
20 28 31353
8 18 87203
36 29 149308
33 15 112761
31 7 155910
35 45 82520
41 40 120603
22 16 115852
7 22 216320
9 28 38796
27 35 33947
26 11 124082
20 4 97562
15 16 98268
31 17 82526
32 15 79114
14 12 81199
25 28 66370
28 40 64796
4 10 121947
3 40 91014
24 5 178816
9 3 103875
29 20 171516
45 28 53730
37 24 73992
17 24 82845
36 21 89536
27 19 111400
45 13 111600
27 11 70744
34 1 37134
1 17 46291
34 3 99275
44 7 180191
7 32 119161
17 22 170288
3 24 84922
20 11 51409
37 19 73070
17 2 29149
33 2 47336
32 3 75985
21 19 117074
27 2 47415
12 2 124273
5 3 119962
23 7 115663
41 42 153416
18 2 95838
44 37 142103
15 13 36767
2 5 202900
32 9 60506
24 34 15581
31 39 70264
39 1 96548
24 29 135479
26 14 121906
1 5 141582
10 40 41648
6 9 44812
40 31 55035
13 27 57149
34 19 51798
19 2 95063
13 11 121995
25 11 61089
39 38 95989
22 4 192026
27 21 69426
3 20 100056
22 40 92832
27 12 140610
13 26 145338
10 28 76068
30 20 100757
8 15 121696
5 4 209611
27 18 124599
37 15 174530
27 17 18266
26 19 139515
1 8 50140
42 27 124870
5 27 181643
15 18 121949
18 34 74197
12 24 70577
19 36 84597
34 25 76403
44 8 135973
16 44 113773
23 38 5271
37 7 214577
42 14 48001
17 6 58214
36 11 63358
17 29 153916
21 9 72950
35 24 83325
1 36 7325
24 21 75707
1 6 32253
35 22 164947
21 12 146284
35 38 31169
7 34 141961
8 25 63397
20 24 81130
13 24 121728
33 4 98223
31 21 37953
41 43 186237
31 30 73528
Case #20: 12
7 11 591200
1 5 38575
8 6 907865
2 13 504745
7 8 827187
7 5 698264
13 3 338483
1 6 833687
4 10 980581
4 8 910306
4 5 890782
5 8 128923
Case #21: Impossible
Case #22: 16
7 5 625570
6 7 706273
2 7 262572
6 1 410629
6 5 88250
6 2 610682
5 2 698932
3 6 574775
5 3 567259
2 4 407177
3 4 276103
7 4 144605
1 5 498879
3 2 394070
6 4 569215
3 7 131498
Case #23: 708
27 29 92268
46 14 79476
1 3 58551
30 20 186749
26 8 237936
21 20 207147
30 36 94971
33 43 113833
27 38 65220
40 1 71463
30 31 127520
32 5 155238
33 31 115580
10 18 88443
24 14 131236
45 10 57612
11 29 105613
34 44 89016
24 44 78258
26 1 207932
47 12 63052
3 28 83881
42 40 35865
19 45 119022
39 4 74113
21 9 122433
22 24 110122
4 21 123384
2 29 72567
41 30 197012
38 45 153543
3 44 111917
28 36 30523
43 36 62620
40 47 91442
33 14 136621
20 46 95088
40 31 55061
2 46 28524
6 33 147429
18 24 137222
37 15 104543
6 43 105527
36 7 77565
20 12 169272
15 23 113083
29 14 120152
16 37 73953
23 4 79472
25 34 80053
11 47 91210
19 32 155406
28 22 57127
42 47 95107
28 43 93143
34 19 102562
36 22 26604
36 13 77758
27 13 135282
19 21 169438
20 27 136659
3 27 102066
5 38 125301
23 24 108365
21 31 140369
25 21 178472
29 7 80109
4 1 47173
40 45 119993
22 45 125738
46 45 79721
41 6 20844
32 14 69833
4 12 89847
6 12 130516
26 34 231458
1 39 93884
3 18 71320
26 33 229256
18 22 121748
43 45 133756
20 43 69723
32 15 139414
35 46 82878
32 9 104460
31 44 136248
9 24 124190
21 27 132328
35 17 113251
31 1 110349
15 9 81690
24 36 119785
35 6 79299
44 2 93375
38 15 103577
24 4 123239
36 5 117605
30 14 127171
22 40 16100
27 31 8041
31 32 103198
45 18 141661
25 30 181377
31 37 112675
38 18 135762
43 21 137424
39 5 188625
34 24 99592
44 43 133303
40 26 213358
30 28 125494
32 28 68156
23 3 90850
4 38 50955
41 16 81099
25 19 86951
45 31 93911
45 1 55415
28 20 144724
24 33 78927
2 1 52830
46 30 149156
40 34 94989
9 20 118906
23 36 72617
24 42 129887
16 36 74276
47 2 77614
34 20 142920
36 10 58050
47 28 107140
15 47 102465
31 24 73260
11 35 66778
30 16 169247
16 21 149080
19 8 128706
7 26 248219
7 4 107146
23 42 115892
44 35 140954
21 36 74804
43 1 118473
35 39 149503
26 30 303814
38 22 34300
21 41 198041
30 24 136588
8 2 71152
2 27 58890
6 14 111881
45 30 115937
45 13 91834
13 9 81594
24 46 100372
23 46 56605
32 41 160870
33 23 133778
24 16 109225
39 31 132380
7 42 70726
8 5 200549
25 15 90093
2 13 86300
36 25 112380
22 41 121962
7 37 130083
34 8 147508
12 41 109672
13 26 263154
19 30 178186
23 1 32299
16 33 160742
38 32 98537
26 37 231691
39 32 126056
12 33 125516
12 38 97833
15 17 88245
29 21 162756
35 32 164420
32 44 108316
20 31 144700
28 37 49089
32 30 132604
29 22 61348
29 45 96351
2 25 60745
36 45 99134
40 24 120948
43 14 94820
45 2 108245
16 29 123115
47 22 75342
34 30 158815
9 37 71883
29 10 70546
10 14 57367
4 5 147186
42 13 117063
20 19 149818
17 3 64618
30 11 194478
7 9 106195
25 14 94989
29 24 75700
13 35 133879
47 9 72908
43 31 74977
13 29 95044
16 25 52913
25 12 115549
1 27 102308
21 45 127354
34 9 71650
37 38 121887
33 40 61717
19 9 52848
22 33 77817
5 47 132670
8 31 138083
27 45 101952
4 42 36420
5 23 85896
33 32 106249
6 42 115677
26 28 233262
22 11 126111
45 35 135186
4 33 54306
37 29 92108
5 33 168818
38 8 116450
39 15 120991
6 21 203220
20 17 125461
5 7 141962
41 34 109986
18 7 141631
18 40 106770
40 25 121512
40 2 66628
2 31 66931
41 29 61308
38 39 123166
20 45 147396
6 28 132634
35 43 103898
26 23 230851
31 36 65565
8 13 157452
13 4 82545
14 39 149054
20 15 64874
35 26 206945
16 9 107387
23 11 44436
22 10 84654
24 37 99825
24 6 116164
33 42 88824
40 37 95222
28 19 104366
40 21 117508
24 5 168090
8 33 129213
19 17 85103
38 24 144422
17 41 92527
4 18 84807
31 23 121215
19 26 128896
36 1 55853
22 44 97287
14 12 104712
38 19 102852
8 3 133921
7 40 34861
3 6 50262
27 25 110223
16 17 99254
39 45 38469
42 17 89660
11 36 99507
28 29 93679
11 3 115411
27 37 120716
2 26 186450
4 15 80739
40 17 77530
10 40 69266
38 16 135180
30 18 197226
37 44 89249
11 10 61386
29 42 75213
11 17 65256
40 41 106556
44 18 79951
17 6 113371
7 44 131846
36 6 128416
38 34 121654
11 12 154262
46 38 73822
11 20 156658
42 37 107352
10 24 78263
11 25 115716
2 39 77868
1 47 99587
44 39 137378
29 5 120048
43 40 52116
10 4 49370
3 45 106149
9 23 80423
44 27 128207
26 36 252867
40 23 103762
22 31 38961
27 12 34712
43 9 91250
28 18 111576
46 13 96871
42 19 88317
39 36 124228
22 16 100880
38 1 98128
41 26 229418
23 8 156281
21 8 198291
12 22 63533
37 18 110005
27 17 107310
20 39 161713
14 5 108767
32 22 64237
32 36 37633
11 40 130652
29 40 45248
5 18 179076
45 8 179397
28 15 107508
47 27 44422
38 25 106043
5 22 91001
14 44 102883
38 9 50004
36 29 87952
39 37 117643
23 18 118545
25 9 56039
21 47 151421
43 32 100253
20 24 126745
14 20 164543
28 2 78160
38 30 122859
6 30 176168
7 21 152369
4 27 55135
36 44 70683
15 11 119442
20 3 60843
30 1 150824
30 42 108324
42 5 110766
43 41 126371
13 12 117772
12 5 154534
12 45 67240
19 44 141517
35 41 100143
27 30 119479
